Full Address,H Status-flag,H Address,H House Number,H Street Name,H City,Address 2,Address 2 House Number,Address 2 Street Name,Address 2 City,new h address-flag,new h house number,new h street name,new h city,new h county,unidentified h info,new h street 1,new h street 2,new h street type,h house number modifier,new address2 house number,new address2 street name,new address2 street 1,new address2 street 2,new address2 street type,new address2 city,new address2 county,unidentified address2 info,address2 house number modifier
"40Broadway, h. 5 Broadway",TRUE, H. 5 BROADWAY,5,BROADWAY,,40Broadway,,,,start with h,5,BROADWAY,,,,,,,,,,,,,,,,
h. 226 W. 17th,TRUE,H. 226 W. 17TH,226,W. 17TH,,,,,,start with h,226,W 17,,,TH,,,,,,,,,,,,,
6 City Hall pl. h. 114 Ludlow,Assume,6 CITY HALL PL. H. 114 LUDLOW,6,CITY HALL PL. H. 114 LUDLOW,,,,,,h in between,114,LUDLOW,,,,,,,,6,CITY HALL PL,,,,,,.,
"301 Spring, h. California",TRUE,H. CALIFORNIA,,,,301 Spring,301,Spring,,start with h,,,,,CALIFORNIA,,,,,,,,,,,,,
"3d Jackson, h. 35 Jackson",TRUE,H. 35 JACKSON,35,JACKSON,,3d Jackson,,,3d Jackson,start with h,35,JACKSON,,,,,,,,,,,,,,,,
"107 Bowery, h. 107 Bowery",TRUE,H. 107 BOWERY,107,BOWERY,,107 Bowery,107,Bowery,,start with h,107,BOWERY,,,,,,,,,,,,,,,,
"364 Water, h. 8 James sl.",TRUE,H. 8 JAMES SL.,8,JAMES SL.,,364 Water,364,Water,,start with h,8,JAMES,,,SL.,,,,,,,,,,,,,
"278 Pearl, h. 138 Henry",TRUE,H. 138 HENRY,138,HENRY,,278 Pearl,278,Pearl,,start with h,138,HENRY,,,,,,,,,,,,,,,,
h. 138 Henry,TRUE,H. 138 HENRY,138,HENRY,,,,,,start with h,138,HENRY,,,,,,,,,,,,,,,,
"191 Elm, h. 191 Elm",TRUE,H. 191 ELM,191,ELM,,191 Elm,191,Elm,,start with h,191,ELM,,,,,,,,,,,,,,,,
"86 Chrystie, h. 19 Delancy",TRUE,H. 19 DELANCY,19,DELANCY,,86 Chrystie,86,Chrystie,,start with h,,19,,,DELANCY,,,,,,,,,,,,,
38 Burling sl. h. 21 Brevoort pl,Assume,38 BURLING SL. H. 21 BREVOORT PL,38,BURLING SL. H. 21 BREVOORT PL,,,,,,h in between,21,BREVOORT PL,,,,,,,,,38,,,,,,BURLING SL.,
"7 Gold, h. Shelburne Falls , Mass.",TRUE,"H. SHELBURNE FALLS , MASS.",,,"SHELBURNE FALLS , MASS.",7 Gold,7,Gold,,start with h,,,,,"SHELBURNE FALLS , MASS.",,,,,,,,,,,,,
"9 Barclay & 199 Av. 9, h. Av. 9 c. W. 28th",TRUE,H. AV. 9 C. W. 28TH,9,C. W. 28TH,,9 Barclay & 199 Av. 9,9,Barclay & 199 Av. 9,,start with h,9,AV C,,,AV  C. W 28TH,,,,,,,,,,,,,
"177 Broadway, h. 177 Broadway",TRUE,H. 177 BROADWAY,177,BROADWAY,,177 Broadway,177,Broadway,,start with h,177,BROADWAY,,,,,,,,,,,,,,,,
h. 253 Bleecker,TRUE,H. 253 BLEECKER,253,BLEECKER,,,,,,start with h,,253,LEE,,BCKER,,,,,,,,,,,,,
"Av. 11 n. W. 36th, h. Av 10 n. W. 36th",TRUE,H. AV 10 N. W. 36TH,10,N. W. 36TH,,Av. 11 n. W. 36th,11,n. W. 36th,,start with h,10,W 36,,,AV  N. TH,,,,,,,,,,,,,
"272 Greenwich, h. 272 Greenwich",TRUE,H. 272 GREENWICH,272,GREENWICH,,272 Greenwich,272,Greenwich,,start with h,272,GREENWICH,,,,,,,,,,,,,,,,
"85 Cedar, h. 140 Columbia , Brooklyn",TRUE,"H. 140 COLUMBIA , BROOKLYN",140,"COLUMBIA ,",BROOKLYN,85 Cedar,85,Cedar,,start with h,140,COLUMBIA,BROOKLYN,,",",,,,,,,,,,,,,
"37.5 Av. 1, h. 38 Av. 1",TRUE,H. 38 AV. 1,38,AV. 1,,37.5 Av. 1,,,37.5 Av. 1,start with h,38,1,,,AV,,,,,,,,,,,,,
h. 346 Third,TRUE,H. 346 3RD,346,THIRD,,,,,,start with h,346,3,,,46 RD,,,,,,,,,,,,,
h. 69 Jackson,TRUE,H. 69 JACKSON,69,JACKSON,,,,,,start with h,69,JACKSON,,,,,,,,,,,,,,,,
"635 Broadway, h. 362 Av. 6",TRUE,H. 362 AV. 6,362,AV. 6,,635 Broadway,635,Broadway,,start with h,362,6,,,32 AV,,,,,,,,,,,,,
"Madison Av. n. E. 39th, h. Madison Av. n. E. 39th",TRUE,H. MADISON AV. N. E. 39TH,,,MADISON AV. N. E. 39TH,Madison Av. n. E. 39th,,,Madison Av. n. E. 39th,start with h,,,,,AV N. TH,MADISON,E 39,near,,,,,,,,,,
"73 Broadway, h. 9 , W. Washington place",TRUE,"H. 9 , W. WASHINGTON PLACE",9,", W. WASHINGTON PLACE",,73 Broadway,73,Broadway,,start with h,9,W WASHINGTON PL,,,", ACE",,,,,,,,,,,,,
"64 Front, h. 289 Tenth",TRUE,H. 289 10TH,289,TENTH,,64 Front,64,Front,,start with h,289,10,,,TH,,,,,,,,,,,,,
"247 Hudson, h. 247 Hudson",TRUE,H. 247 HUDSON,247,HUDSON,,247 Hudson,247,Hudson,,start with h,247,HUDSON,,,,,,,,,,,,,,,,
h. 452 Fourth,TRUE,H. 452 4TH,452,FOURTH,,,,,,start with h,452,4,,,52 TH,,,,,,,,,,,,,
"33 Rose, h. 33 Rose",TRUE,H. 33 ROSE,33,ROSE,,33 Rose,33,Rose,,start with h,33,ROSE,,,,,,,,,,,,,,,,
h. broker,TRUE,H. BROKER,,,,,,,,start with h,,,,,BROKER,,,,,,,,,,,,,
"17 Roosevelt, h. 17 Roosevelt",TRUE,H. 17 ROOSEVELT,17,ROOSEVELT,,17 Roosevelt,17,Roosevelt,,start with h,17,ROOSEVELT,,,,,,,,,,,,,,,,
11 Maiden la. h. 25 Greene,Assume,11 MAIDEN LA. H. 25 GREENE,11,MAIDEN LA. H. 25 GREENE,,,,,,h in between,25,GREENE,,,,,,,,11,MAIDEN LA,,,,,,.,
"49 Wall, h. Staten Island",TRUE,H. STATEN ISLAND,,,STATEN ISLAND,49 Wall,49,Wall,,start with h,,,STATEN ISLAND,,,,,,,,,,,,,,,
"112 B.way, h. 122 Bedford",TRUE,H. 122 BEDFORD,122,BEDFORD,,112 B.way,112,B.way,,start with h,122,BEDFORD,,,,,,,,,,,,,,,,
"Tenth c. Av. 4, h. 76 Av. 4",TRUE,H. 76 AV. 4,76,AV. 4,,Tenth c. Av. 4,,,Tenth c. Av. 4,start with h,76,4,,,AV,,,,,,,,,,,,,
"46 Broad, h. 12 Brevoort pl",TRUE,H. 12 BREVOORT PL,12,BREVOORT PL,,46 Broad,46,Broad,,start with h,12,BREVOORT PL,,,,,,,,,,,,,,,,
h. 214 Fifth,TRUE,H. 214 5TH,214,FIFTH,,,,,,start with h,214,5,,,TH,,,,,,,,,,,,,
"680 Greenwich, h. 680 Greenwich",TRUE,H. 680 GREENWICH,680,GREENWICH,,680 Greenwich,680,Greenwich,,start with h,680,GREENWICH,,,,,,,,,,,,,,,,
"(Rev.) 200 Mulberry, h. 12 Crosby",TRUE,H. 12 CROSBY,12,CROSBY,,(Rev.) 200 Mulberry,200,Mulberry,,start with h,12,CROSBY,,,,,,,,,,,,,,,,
h. 41 Vandam,TRUE,H. 41 VANDAM,41,VANDAM,,,,,,start with h,41,VANDAM,,,,,,,,,,,,,,,,
"190 Front, h. 176 Franklin",TRUE,H. 176 FRANKLIN,176,FRANKLIN,,190 Front,190,Front,,start with h,176,FRANKLIN,,,,,,,,,,,,,,,,
"680 G.wich, h. 680 G.wich",TRUE,H. 680 G.WICH,680,G.WICH,,680 G.wich,680,G.wich,,start with h,,680,,,G.WICH,,,,,,,,,,,,,
11 Maiden la. h. 25 Greene,Assume,11 MAIDEN LA. H. 25 GREENE,11,MAIDEN LA. H. 25 GREENE,,,,,,h in between,25,GREENE,,,,,,,,11,MAIDEN LA,,,,,,.,
"76 Av. 4, h. 90 Av. 4",TRUE,H. 90 AV. 4,90,AV. 4,,76 Av. 4,76,Av. 4,,start with h,90,4,,,AV,,,,,,,,,,,,,
"93 Reade, h. E. 37th c. Av. 3",TRUE,H. E. 37TH C. AV. 3,,,E. 37TH C. AV. 3,93 Reade,93,Reade,,start with h,,,,,TC. AV,E 37,3,corner,,,,,,,,,,
"75 Nassau, h. 171 W. 21st",TRUE,H. 171 W. 21ST,171,W. 21ST,,75 Nassau,75,Nassau,,start with h,171,W 21,,,ST,,,,,,,,,,,,,
"14 Pearl, h. New Jersey",TRUE,H. NEW JERSEY,,,NEW JERSEY,14 Pearl,14,Pearl,,start with h,,,NEW JERSEY,,,,,,,,,,,,,,,
h. 254 Seventh,TRUE,H. 254 7TH,254,SEVENTH,,,,,,start with h,254,7,,,TH,,,,,,,,,,,,,
h. 239 Elizabth,TRUE,H. 239 ELIZABTH,239,ELIZABTH,,,,,,start with h,,239,,,ELIZABTH,,,,,,,,,,,,,
"23 Catharine, h. 218 Clinton",TRUE,H. 218 CLINTON,218,CLINTON,,23 Catharine,23,Catharine,,start with h,218,CLINTON,,,,,,,,,,,,,,,,
"23 Catharine, h. 23CatharÃ¢ÂÂne",TRUE,H. 23CATHARÃÂÂNE,,,,23 Catharine,23,Catharine,,start with h,,23,,,CATHARÃÂÂNE,,,,,,,,,,,,,
"23 Catharine, h. 23 Catharine",TRUE,H. 23 CATHARINE,23,CATHARINE,,23 Catharine,23,Catharine,,start with h,,23,,,CATHARINE,,,,,,,,,,,,,
"76 Av. 4, h. 84 Av. 4",TRUE,H. 84 AV. 4,84,AV. 4,,76 Av. 4,76,Av. 4,,start with h,84,4,,,8 AV,,,,,,,,,,,,,
"353 Av. 8, h. 353 Av. 8",TRUE,H. 353 AV. 8,353,AV. 8,,353 Av. 8,353,Av. 8,,start with h,353,8,,,AV,,,,,,,,,,,,,
"43 Duane, h. 115 White",TRUE,H. 115 WHITE,115,WHITE,,43 Duane,43,Duane,,start with h,115,WHITE,,,,,,,,,,,,,,,,
"69 Wall, h. 13 Jay",TRUE,H. 13 JAY,13,JAY,,69 Wall,69,Wall,,start with h,13,JAY,,,,,,,,,,,,,,,,
"92 and 94 Broad, h. 217 Chrystie",TRUE,H. 217 CHRYSTIE,217,CHRYSTIE,,92 and 94 Broad,92,and 94 Broad,,start with h,217,CHRYSTIE,,,,,,,,,,,,,,,,
"65 Catharine, h. 4 Attorney",TRUE,H. 4 ATTORNEY,4,ATTORNEY,,65 Catharine,65,Catharine,,start with h,4,ATTORNEY,,,,,,,,,,,,,,,,
"43 William, h. 315 Tenth",TRUE,H. 315 10TH,315,TENTH,,43 William,43,William,,start with h,315,10,,,TH,,,,,,,,,,,,,
"399 West, h. 26 Grove",TRUE,H. 26 GROVE,26,GROVE,,399 West,399,West,,start with h,26,GROVE,,,,,,,,,,,,,,,,
11 Maiden la. h. 215 Tenth,Assume,11 MAIDEN LA. H. 215 10TH,11,MAIDEN LA. H. 215 TENTH,,,,,,h in between,215,10,,,TH,,,,,11,MAIDEN LA,,,,,,.,
"69 South & 100 Pine, h. 115 Nassau , Brooklyn",TRUE,"H. 115 NASSAU , BROOKLYN",115,"NASSAU ,",BROOKLYN,69 South & 100 Pine,69,South & 100 Pine,,start with h,115,NASSAU,BROOKLYN,,",",,,,,,,,,,,,,
h. Av. 8 n. W. 33d,TRUE,H. AV. 8 N. W. 33D,8,N. W. 33D,,,,,,start with h,8,W 33,,,AV  N. D,,,,,,,,,,,,,
h. 71 Ludlow,TRUE,H. 71 LUDLOW,71,LUDLOW,,,,,,start with h,71,LUDLOW,,,,,,,,,,,,,,,,
"113.5 Bowery, h. 23 Catharine",TRUE,H. 23 CATHARINE,23,CATHARINE,,113.5 Bowery,,,113.5 Bowery,start with h,,23,,,CATHARINE,,,,,,,,,,,,,
h. 284 Sixth,TRUE,H. 284 6TH,284,SIXTH,,,,,,start with h,284,6,,,TH,,,,,,,,,,,,,
"52 Wall, h. 209 W. 14th",TRUE,H. 209 W. 14TH,209,W. 14TH,,52 Wall,52,Wall,,start with h,209,W 14,,,TH,,,,,,,,,,,,,
h. E. 35th n. Av. 2,TRUE,H. E. 35TH N. AV. 2,,,E. 35TH N. AV. 2,,,,,start with h,,,,,TN. AV,E 35,2,near,,,,,,,,,,
"25 Cedar, h. 38 Vandam",TRUE,H. 38 VANDAM,38,VANDAM,,25 Cedar,25,Cedar,,start with h,38,VANDAM,,,,,,,,,,,,,,,,
"156 Av. 6, h. 191 Av. 6",TRUE,H. 191 AV. 6,191,AV. 6,,156 Av. 6,156,Av. 6,,start with h,191,6,,,AV,,,,,,,,,,,,,
"399 West, h. 143 Hammond",TRUE,H. 143 HAMMOND,143,HAMMOND,,399 West,399,West,,start with h,,143,HAMMOND,,,,,,,,,,,,,,,
"9 Market, h. 254 E. Broadway",TRUE,H. 254 E. BROADWAY,254,E. BROADWAY,,9 Market,9,Market,,start with h,254,E BROADWAY,,,,,,,,,,,,,,,,
"194 Broadway, h. 70 Union pl",TRUE,H. 70 UNION PL,70,UNION PL,,194 Broadway,194,Broadway,,start with h,70,UNION PL,,,,,,,,,,,,,,,,
"268 Pearl, h. 209 W. 14th",TRUE,H. 209 W. 14TH,209,W. 14TH,,268 Pearl,268,Pearl,,start with h,209,W 14,,,TH,,,,,,,,,,,,,
"388 Pearl, h. 388 Pearl",TRUE,H. 388 PEARL,388,PEARL,,388 Pearl,388,Pearl,,start with h,388,PEARL,,,,,,,,,,,,,,,,
h. 45 Av. B,TRUE,H. 45 AV. B,45,AV. B,,,,,,start with h,45,AV B,,,,,,,,,,,,,,,,
"201 Av. 6, h. 201 Av. 6",TRUE,H. 201 AV. 6,201,AV. 6,,201 Av. 6,201,Av. 6,,start with h,201,6,,,AV,,,,,,,,,,,,,
"187 Av. 6, h. 262 Stanton",TRUE,H. 262 STANTON,262,STANTON,,187 Av. 6,187,Av. 6,,start with h,262,STANTON,,,,,,,,,,,,,,,,
"physician,38 Greenwich, h. 38 G.wich",TRUE,H. 38 G.WICH,38,G.WICH,,"physician,38 Greenwich",,,"physician,38 Greenwich",start with h,,38,,,G.WICH,,,,,,,,,,,,,
"256 Broome, h. 256 Broome",TRUE,H. 256 BROOME,256,BROOME,,256 Broome,256,Broome,,start with h,256,BROOME,,,,,,,,,,,,,,,,
"7 Washington market & 658 Washington, h. 44 Clarkson Bang Marinus, 358 Houston",TRUE,H. 44 CLARKSON BANG MARINUS,44,CLARKSON BANG MARINUS,,7 Washington market & 658 Washington,7,Washington market & 658 Washington,,start with h,44,CLARKSON,,,BANG MARINUS,,,,,,,,,,,,,
"156.5 Fulton, h. 29 City Hall pl",TRUE,H. 29 CITY HALL PL,29,CITY HALL PL,,156.5 Fulton,,,156.5 Fulton,start with h,29,CITY HALL PL,,,,,,,,,,,,,,,,
h. 14 Jay,TRUE,H. 14 JAY,14,JAY,,,,,,start with h,14,JAY,,,,,,,,,,,,,,,,
h. 340 Pearl,TRUE,H. 340 PEARL,340,PEARL,,,,,,start with h,340,PEARL,,,,,,,,,,,,,,,,
"133 Water, h. Irving house",TRUE,H. IRVING HOUSE,,,IRVING HOUSE,133 Water,133,Water,,start with h,,IRVING HOUSE,,,,,,,,,,,,,,,,
"139 Broadway h 24 Clinton , Brooklyn",Assume,"139 BROADWAY H 24 CLINTON , BROOKLYN",139,"BROADWAY H 24 CLINTON ,",BROOKLYN,,,,,h in between,24,CLINTON,BROOKLYN,,",",,,,,139,BROADWAY,,,,,,,
h. 144 Grand,TRUE,H. 144 GRAND,144,GRAND,,,,,,start with h,144,GRAND,,,,,,,,,,,,,,,,
"247 Broadway, h. 247 Broadway",TRUE,H. 247 BROADWAY,247,BROADWAY,,247 Broadway,247,Broadway,,start with h,247,BROADWAY,,,,,,,,,,,,,,,,
"204 Chrystie, h. 25 Stanton",TRUE,H. 25 STANTON,25,STANTON,,204 Chrystie,204,Chrystie,,start with h,25,STANTON,,,,,,,,,,,,,,,,
h. 128 Hester,TRUE,H. 128 HESTER,128,HESTER,,,,,,start with h,128,HESTER,,,,,,,,,,,,,,,,
"80.5 Eldridge, h. 80.5 Eldridge",TRUE,H. 80.5 ELDRIDGE,,,80.5 ELDRIDGE,80.5 Eldridge,,,80.5 Eldridge,start with h,80,ELDRIDGE,,,,,,,80.5,,,,,,,,,
h. 196 Cherry,TRUE,H. 196 CHERRY,196,CHERRY,,,,,,start with h,196,CHERRY,,,,,,,,,,,,,,,,
"25 Broad, h. Long Island",TRUE,H. LONG ISLAND,,,LONG ISLAND,25 Broad,25,Broad,,start with h,,,LONG ISLAND,,,,,,,,,,,,,,,
"418 Av. 3, h. 418 Av. 3",TRUE,H. 418 AV. 3,418,AV. 3,,418 Av. 3,418,Av. 3,,start with h,418,3,,,AV,,,,,,,,,,,,,
"foot W. 14th, h. 796 Washington",TRUE,H. 796 WASHINGTON,796,WASHINGTON,,foot W. 14th,,,foot W. 14th,start with h,796,WASHINGTON,,,,,,,,,,,,,,,,
h. 80 Broome,TRUE,H. 80 BROOME,80,BROOME,,,,,,start with h,80,BROOME,,,,,,,,,,,,,,,,
"49 Ann, h. 225 Chrystie",TRUE,H. 225 CHRYSTIE,225,CHRYSTIE,,49 Ann,49,Ann,,start with h,225,CHRYSTIE,,,,,,,,,,,,,,,,
"69 Water, h. Bklyn",TRUE,H. BKLYN,,,,69 Water,69,Water,,start with h,,,BKLYN,,,,,,,,,,,,,,,
h. 37 Grand,TRUE,H. 37 GRAND,37,GRAND,,,,,,start with h,37,GRAND,,,,,,,,,,,,,,,,
"50 Cortlandt, h. 13 University pl",TRUE,H. 13 UNIVERSITY PL,13,UNIVERSITY PL,,50 Cortlandt,50,Cortlandt,,start with h,,13,UNIVERSITY,,PL,,,,,,,,,,,,,
h. 358 Hudson,TRUE,H. 358 HUDSON,358,HUDSON,,,,,,start with h,358,HUDSON,,,,,,,,,,,,,,,,
"54 Wall, h. 546 Houston",TRUE,H. 546 HOUSTON,546,HOUSTON,,54 Wall,54,Wall,,start with h,546,HOUSTON,,,,,,,,,,,,,,,,
"28 Ferry, h. 70 Columbia , Brooklyn",TRUE,"H. 70 COLUMBIA , BROOKLYN",70,"COLUMBIA ,",BROOKLYN,28 Ferry,28,Ferry,,start with h,70,COLUMBIA,BROOKLYN,,",",,,,,,,,,,,,,
h. 114 First .,TRUE,H. 114 1ST .,114,FIRST .,,,,,,start with h,114,1,,,4 ST .,,,,,,,,,,,,,
h. 526 Greenwich,TRUE,H. 526 GREENWICH,526,GREENWICH,,,,,,start with h,526,GREENWICH,,,,,,,,,,,,,,,,
"54 Reade, h. 60 North Moore",TRUE,H. 60 NORTH MOORE,60,NORTH MOORE,,54 Reade,54,Reade,,start with h,60,MOORE,,,NORTH,,,,,,,,,,,,,
"162 Av. 3, h. 162 Av. 3 LAS",TRUE,H. 162 AV. 3 LAS,162,AV. 3 LAS,,162 Av. 3,162,Av. 3,,start with h,162,3,,,AV  LAS,,,,,,,,,,,,,
h. 82 Hamersley,TRUE,H. 82 HAMERSLEY,82,HAMERSLEY,,,,,,start with h,,82,,,HAMERSLEY,,,,,,,,,,,,,
"30 Cortlandt, h. 58 Warren",TRUE,H. 58 WARREN,58,WARREN,,30 Cortlandt,30,Cortlandt,,start with h,58,WARREN,,,,,,,,,,,,,,,,
"230 Fulton, h. 80 Pacific , Brooklyn",TRUE,"H. 80 PACIFIC , BROOKLYN",80,"PACIFIC ,",BROOKLYN,230 Fulton,230,Fulton,,start with h,80,PACIFIC,BROOKLYN,,",",,,,,,,,,,,,,
"61 Broad, h. 64 Baltic , Brooklyn",TRUE,"H. 64 BALTIC , BROOKLYN",64,"BALTIC ,",BROOKLYN,61 Broad,61,Broad,,start with h,64,BALTIC,BROOKLYN,,",",,,,,,,,,,,,,
"118 John, h. WÃ¢ÂÂmsbrg",TRUE,H. WÃÂÂMSBRG,,,,118 John,118,John,,start with h,,BRG,,,WÃÂÂMS,,,,,,,,,,,,,
"30 N. William, h. 220 Myrtle Av. Brooklyn",TRUE,H. 220 MYRTLE AV. BROOKLYN,220,MYRTLE AV.,BROOKLYN,30 N. William,30,N. William,,start with h,,220,BROOKLYN,,MYRTLE AV,,,,,,,,,,,,,
18 W. Washington mkt. h. 98 Vesey,Assume,18 W. WASHINGTON MKT. H. 98 VESEY,18,W. WASHINGTON MKT. H. 98 VESEY,,,,,,h in between,98,VESEY,,,,,,,,18,WASHINGTON,,,,,,W  MKT.,
"87.5 Forsyth & pawnbroker , 206 Centre, h. 206 Centre",TRUE,H. 206 CENTRE,206,CENTRE,,"87.5 Forsyth & pawnbroker , 206 Centre",,,"87.5 Forsyth & pawnbroker , 206 Centre",start with h,206,CENTRE,,,,,,,,,,,,,,,,
"43 W. Washington market, h. 43 Vesey",TRUE,H. 43 VESEY,43,VESEY,,43 W. Washington market,43,W. Washington market,,start with h,43,VESEY,,,,,,,,,,,,,,,,
"330 Fifth, h. 330 Fifth",TRUE,H. 330 5TH,330,FIFTH,,330 Fifth,330,Fifth,,start with h,330,5,,,TH,,,,,,,,,,,,,
"27 Centre market, h. 7 Centre market pl",TRUE,H. 7 CENTRE MARKET PL,7,CENTRE MARKET PL,,27 Centre market,27,Centre market,,start with h,7,CENTRE MARKET PL,,,,,,,,,,,,,,,,
h. 139 Av. C,TRUE,H. 139 AV. C,139,AV. C,,,,,,start with h,139,AV C,,,,,,,,,,,,,,,,
3 Washington mkt. h. 47 Charles,Assume,3 WASHINGTON MKT. H. 47 CHARLES,3,WASHINGTON MKT. H. 47 CHARLES,,,,,,h in between,47,CHARLES,,,,,,,,3,WASHINGTON,,,,,,MKT.,
"100 E. 27th, h. 302 Third",TRUE,H. 302 3RD,302,THIRD,,100 E. 27th,100,E. 27th,,start with h,302,3,,,02 RD,,,,,,,,,,,,,
"22 Spruce, h. Bloomingdale",TRUE,H. BLOOMINGDALE,,,,22 Spruce,22,Spruce,,start with h,,,BLOOMINGDALE,,,,,,,,,,,,,,,
"96 Essex, h. 96 Essex",TRUE,H. 96 ESSEX,96,ESSEX,,96 Essex,96,Essex,,start with h,96,ESSEX,,,,,,,,,,,,,,,,
"39 Liberty, h. 110 Barrow",TRUE,H. 110 BARROW,110,BARROW,,39 Liberty,39,Liberty,,start with h,110,BARROW,,,,,,,,,,,,,,,,
65 Mers. Ex. h. 461 Broome,Assume,65 MERS. EX. H. 461 BROOME,65,MERS. EX. H. 461 BROOME,,,,,,h in between,461,BROOME,,,,,,,,,65,,,,,,MERS. EX.,
"4 Murray, h. 12 E. 16th",TRUE,H. 12 E. 16TH,12,E. 16TH,,4 Murray,4,Murray,,start with h,12,E 16,,,TH,,,,,,,,,,,,,
"136 Chambers, h. 132 Chambers",TRUE,H. 132 CHAMBERS,132,CHAMBERS,,136 Chambers,136,Chambers,,start with h,132,CHAMBERS,,,,,,,,,,,,,,,,
"163 Canal, h. 163 Canal",TRUE,H. 163 CANAL,163,CANAL,,163 Canal,163,Canal,,start with h,163,CANAL,,,,,,,,,,,,,,,,
19 John. h. 101 Av. 2,Assume,19 JOHN. H. 101 AV. 2,19,JOHN. H. 101 AV. 2,,,,,,h in between,101,2,,,AV,,,,,19,JOHN,,,,,,.,
"19 John, h. 101 Av. 2",TRUE,H. 101 AV. 2,101,AV. 2,,19 John,19,John,,start with h,101,2,,,AV,,,,,,,,,,,,,
"6 Broadway, h. New Brighton",TRUE,H. NEW BRIGHTON,,,NEW BRIGHTON,6 Broadway,6,Broadway,,start with h,,NEW,BRIGHTON,,,,,,,,,,,,,,,
"6 B.way, h. New Brighton",TRUE,H. NEW BRIGHTON,,,NEW BRIGHTON,6 B.way,6,B.way,,start with h,,NEW,BRIGHTON,,,,,,,,,,,,,,,
"305 B.way, h. 305 B.way",TRUE,H. 305 B.WAY,305,B.WAY,,305 B.way,305,B.way,,start with h,,305,,,B.WAY,,,,,,,,,,,,,
"3 Barclay, h. 336 G.wich",TRUE,H. 336 G.WICH,336,G.WICH,,3 Barclay,3,Barclay,,start with h,,336,,,G.WICH,,,,,,,,,,,,,
"32 Rector, h. 9 Rector",TRUE,H. 9 RECTOR,9,RECTOR,,32 Rector,32,Rector,,start with h,9,RECTOR,,,,,,,,,,,,,,,,
"152 B.way, h. 28 N. Moore",TRUE,H. 28 N. MOORE,28,N. MOORE,,152 B.way,152,B.way,,start with h,28,N MOORE,,,N. MOORE,,,,,,,,,,,,,
h. 616 Water,TRUE,H. 616 WATER,616,WATER,,,,,,start with h,616,WATER,,,,,,,,,,,,,,,,
"68 Washington & 1 Centre, h. 26 Rutgers",TRUE,H. 26 RUTGERS,26,RUTGERS,,68 Washington & 1 Centre,68,Washington & 1 Centre,,start with h,26,RUTGERS,,,,,,,,,,,,,,,,
"102 Houston, h. 8 Manhattan",TRUE,H. 8 MANHATTAN,8,MANHATTAN,,102 Houston,102,Houston,,start with h,8,MANHATTAN,,,,,,,,,,,,,,,,
"2 Union market, h. 8 Manhattan",TRUE,H. 8 MANHATTAN,8,MANHATTAN,,2 Union market,2,Union market,,start with h,8,MANHATTAN,,,,,,,,,,,,,,,,
"58 Wall, h. 26 Rutgers",TRUE,H. 26 RUTGERS,26,RUTGERS,,58 Wall,58,Wall,,start with h,26,RUTGERS,,,,,,,,,,,,,,,,
h. 67 Second,TRUE,H. 67 2ND,67,SECOND,,,,,,start with h,67,2,,,ND,,,,,,,,,,,,,
"146 Varick, h. 146 Varick",TRUE,H. 146 VARICK,146,VARICK,,146 Varick,146,Varick,,start with h,146,VARICK,,,,,,,,,,,,,,,,
h. 83 Jackson,TRUE,H. 83 JACKSON,83,JACKSON,,,,,,start with h,83,JACKSON,,,,,,,,,,,,,,,,
"1 Front, h. Brooklyn",TRUE,H. BROOKLYN,,,,1 Front,1,Front,,start with h,,,BROOKLYN,,,,,,,,,,,,,,,
"63 Water, h. New . Rochelle",TRUE,H. NEW . ROCHELLE,,,NEW . ROCHELLE,63 Water,63,Water,,start with h,,NEW,,,. ROCHELLE,,,,,,,,,,,,,
"40 Wall, h. New Jersey",TRUE,H. NEW JERSEY,,,NEW JERSEY,40 Wall,40,Wall,,start with h,,,NEW JERSEY,,,,,,,,,,,,,,,
"16 Cortlandt, h. 51 Rose",TRUE,H. 51 ROSE,51,ROSE,,16 Cortlandt,16,Cortlandt,,start with h,51,ROSE,,,,,,,,,,,,,,,,
"71 Maiden lane, h. 124 Chambers",TRUE,H. 124 CHAMBERS,124,CHAMBERS,,71 Maiden lane,71,Maiden lane,,start with h,124,CHAMBERS,,,,,,,,,,,,,,,,
"59 John, h. 33 W. 17th",TRUE,H. 33 W. 17TH,33,W. 17TH,,59 John,59,John,,start with h,33,W 17,,,TH,,,,,,,,,,,,,
"59 John, h. Madison , N. J.",TRUE,"H. MADISON , N. J.",,,"MADISON , N. J.",59 John,59,John,,start with h,,MADISON,N. J.,,",",,,,,,,,,,,,,
"157 Pearl, h. Brooklyn",TRUE,H. BROOKLYN,,,,157 Pearl,157,Pearl,,start with h,,,BROOKLYN,,,,,,,,,,,,,,,
"16 Cortlandt, h. 51 Rose",TRUE,H. 51 ROSE,51,ROSE,,16 Cortlandt,16,Cortlandt,,start with h,51,ROSE,,,,,,,,,,,,,,,,
"7 South, h. Buffalo",TRUE,H. BUFFALO,,,,7 South,7,South,,start with h,,,BUFFALO,,,,,,,,,,,,,,,
"2 Liberty, h. W. 22d n. Av. 7",TRUE,H. W. 22D N. AV. 7,,,W. 22D N. AV. 7,2 Liberty,2,Liberty,,start with h,,,,,D N. AV,W 22,7,near,,,,,,,,,,
h. 42 Beach,TRUE,H. 42 BEACH,42,BEACH,,,,,,start with h,42,BEACH,,,,,,,,,,,,,,,,
